Miko,想起来，那个大叔说喜欢那餐厅的名字，也包括了喜欢她的名字吧,左
Miko,哎，你说说，这么多细节，要是我再仔细一点，不是早就明白了嘛,左
Miko,我也真是笨,左
,,
我,确实,"右,选项,57"
我,至少你还有自知之明,"右,选项,57"
,,
Miko,"你再骂？","左,分支57"
Miko,啊，小艾姐叫我去打牌，他们在玩uno，叫我一起去,左
39,uno,词典
Miko,说起来小艾姐还真是亲和力强啊，这么快就凑上牌搭子了,左
Miko,我先去啦！ 等会再聊,左
,对方已下线,中
,预计10分钟,"中,0,等待,10"
,对方已上线,中
Miko,我觉得我上了他们的圈套了...,左
Miko,一直输啊,左
Miko,一会被禁止，一会被罚二，眼看要到我了，结果又翻转了,左
Miko,要死了,左
,,
我,这个Miko就是逊啦,"右,选项,68"
我,我可完全不懂uno啊,"右,选项,77"
,,
Miko,哎呀，不管怎样你也要帮我出出主意嘛,"左,分支77"
,,
我,好好好，输了别怪我哦,"右,选项,76"
我,我真的一点都不会嘛,"右,选项,76"
,,
Miko,哟，这么说你很懂哦,"左,分支68"
我,开玩笑，我超懂的，超会玩,右
Miko,那你说说怎么办,左
,,
我,待会听我指挥，但...,"右,选项,70"
我,求人办事不得意思一下,"右,选项,70"
,,
Miko,什么意思？,"左,分支70"
Miko,那你想要什么,左
我,你今天不是穿了lo装嘛，我要张自拍不过分吧,右
Miko,咦，变态,左
我,就算我不说，你平时不也会自己发的吗,右
Miko,可是从你的嘴里说出来就很变态,左
,,
我,但如果我是女孩子呢,"右,选项,71"
我,我不是变态，我是lsp,"右,选项,72"
,,
Miko,那当然可以啦,"左,73,分支71"
,,
Miko,爬爬爬,"左,分支72"
Miko,先说好，我赢了才发给你，要是输了你也别想逃，一起接受惩罚，哼,"左,分支73"
我,还有惩罚？,右
Miko,还有,左
Miko,输了就要穿dirndl裙子为给大家端茶送水,左
,,
我,还有这种好事？！,"右,选项,74"
我,忽然不想让你赢了,"右,选项,74"
,,
Miko,嗯？？？,"左,分支74"
我,Miko放心，我一定保你输，不是，赢的,右
Miko,你再这样信不信我不理你了,左
,,
我,我会帮你赢的，听话,"右,选项,75"
我,好好，不闹了,"右,选项,75"
,,
Miko,那就信你一回,"左,分支75"
我,好像也不止一回了,右
Miko,别废话了！,左
Miko,我现在正在紧要关头！,"左,分支76"
Miko,uno我玩过几把，可是不太想得清楚，记牌就更记不住,左
Miko,小艾姐在我上家，老是压我,左
Miko,我觉得我这把牌还不错，有两张万能牌呢，是不是要先打出去,左
Miko,我听他们说，占先手什么的,左
,,
我,好啊，先压住他们,"右,选项,94"
我,先等一等,"右,选项,102"
,,
Miko,真的么？,"左,分支94"
Miko,我怎么觉得不太对呢,"左,分支95"
Miko,难道因为我太笨了？,左
Miko,不过，我还是听你的吧,左
Miko,毕竟一直都是你在给我出主意，相信你！,左
Miko,那就按照你说的去做！ 相信你！,"左,189"
,,
Miko,为什么啊？,"左,分支102"
Miko,我有了好牌就忍不住...,左
,,
我,好牌要在最重要的时候出,"右,选项,105"
我,要先走烂牌再走好牌,"右,选项,105"
,,
Miko,好像有道理,"左,分支105"
Miko,就是说拿到好牌，要先规划以后的出牌策略,左
Miko,把烂牌先走掉，把好牌留到最关键的时候,左
Miko,让这些牌发挥出最大的价值，是这个意思吧？,左
,,
我,真聪明,"右,选项,110"
我,对！,"右,选项,110"
,,
Miko,哼，我聪明吧！,"左,分支110"
Miko,那如果拿到弱牌呢？,左
,,
我,拿到弱牌就靠偷袭了,"右,选项,113"
我,那反而要轻松些了,"右,选项,113"
,,
Miko,嗯,"左,分支113"
Miko,拿到弱牌，反而没有多大变化了，这个我是懂的,左
Miko,那就只好装死耍赖，看机会能不能翻盘喽,左
,,
我,装死你一整套啊,"右,选项,117"
我,耍赖你最行,"右,选项,117"
,,
Miko,这是策略好吗！,"左,分支117"
Miko,傻傻向前冲那才是笨！,左
Miko,喂！ 你是不是觉得我是这样的啊？！,左
Miko,我跟你讲，我虽然有时候说话很冲动，但实际上我很冷静哦,左
Miko,不知道为什么给你们造成这样的印象...,左
Miko,真是的...,左
Miko,啊...小艾姐姐放弃跟牌了,左
Miko,她之前打得很猛的哦，好像手里牌源源不断的样子,左
Miko,现在怎么不跟了？,左
,,
我,她没有同色牌了,"右,选项,127"
我,有可能是她在藏牌,"右,选项,129"
,,
Miko,嗯，我也觉得可能性比较大,"左,134,分支127"
,,
Miko,藏牌的话，目的是什么呢？,"左,分支129"
Miko,难道她要保留功能牌，来为以后自己的色牌铺路？,左
Miko,嗯，我想想,左
Miko,我觉得这个可能性比较小,左
,,
我,你说的对,"右,选项,134"
我,我觉得不是这样,"右,选项,94"
,,
Miko,虽然说她可能还有变色牌留着，但是她之前已经打过一张变色了，还有的可能性很小了对不对？,"左,分支134"
40,变色牌,词典
Miko,就算她还有，那她捏着不放，为此憋死自己手上的色牌，这也不太可能,左
41,色牌,词典
Miko,你说我分析得对不对？,左
,,
我,对的，是这个道理,"右,选项,138"
我,是的，获取颜色信息第一大渠道是放弃跟牌,"右,选项,138"
,,
Miko,搜集信息果然是这样啊,"左,分支138"
Miko,就是在对方的反应中获得对方的信息,左
Miko,看起来我在这方面还需要加强啊,左
Miko,有时候人家说什么，我都不太在意，都是在后来想起来才想起来哦哦哦原来是这样,左
Miko,就像我这几次遇到事情，各种细节我都注意不过来，都是到最后，才恍然大悟,左
Miko,不过也多亏有你，还是要多谢你！,左
,,
我,客气啥,"右,选项,145"
我,不用谢啦，我们什么关系嘛,"右,选项,145"
,,
Miko,那是,"左,分支145"
Miko,快说下面怎么出！ 不说揍你哦！,左
,,
我,你主动变色，把小艾姐压住,"右,选项,146"
我,现在局势怎么样,"右,选项,148"
,,
Miko,现在大家的牌还有多少,"左,分支146"
我,还挺多的,右
我,那就照我说的做,右
Miko,好,"左,161"
,,
Miko,我觉得吧...,"左,分支148"
Miko,如果小艾姐之前不是故意为了防守，那她主动出万能牌变色，就是为了她的色牌，更加说明了她当时颜色很缺牌,左
42,万能牌,词典
Miko,而且她现在手上剩的牌应该不多了，但她还没有喊uno,左
Miko,哎哎，她把手牌捏得好紧，一点都不露给我看到,左
Miko,抢都抢不过来...,左
Miko,坏人！,左
,,
我,你还抢人家牌看啊,"右,选项,155"
我,你才是坏人吧...,"右,选项,155"
,,
Miko,哼,"左,分支155"
Miko,这样说来，我应该主动变色，把出牌色序改过来,左
Miko,让大家都改换出牌，把小艾姐压住,左
Miko,毕竟我们大家牌都比较多，多出几张没关系，要是走到小艾姐的轨道上就比较麻烦了,左
Miko,你说呢？,左
,,
我,其实可以再等等,"右,选项,94"
我,说得对！,"右,选项,161"
,,
Miko,真的么？,"左,95,分支94"
Miko,就这么办！,"左,分支161"
,对方已下线,中
,预计4分钟,"中,0,等待,4"
,对方已上线,中
Miko,哈哈哈,左
Miko,看来是有效的！,左
Miko,我们都出了好几轮了，小艾姐还憋着呢,左
Miko,她的眼神不太对了,左
Miko,是不是我要赢了啊,左
,,
我,冷静！ 最后一搏更要冷静！,"右,选项,170"
我,最后要更加耐心了！,"右,选项,170"
,,
Miko,嗯！ 我知道！,"左,分支170"
Miko,不过我真的有点忍不住了，看着她的表情,左
Miko,哈哈哈,左
,对方已下线,中
,预计3分钟,"中,0,等待,3"
,对方已上线,中
Miko,我！,左
Miko,赢！,左
Miko,了！,左
Miko,hhh,左
Miko,等等,左
Miko,闹起来了,左
Miko,小艾姐要耍赖，她要耍赖了！,左
Miko,这种事情有我在哪里由得她！,左
Miko,就让我来帮她完成惩罚！,"左,203"
,,
,对方已下线,"中,分支189"
,预计10分钟,"中,0,等待,10"
,对方已上线,中
E2-03,她们都在笑我...无语了...某些人总该为此负责的！,动态
Miko,你说！ 你该怎么做！,左
Miko,听了你的建议，就这样了！,左
Miko,输了！,左
,,
我,对不起...,"右,选项,194"
我,我也没想到...,"右,选项,194"
,,
Miko,哼哼,"左,分支194"
Miko,好啦，也不是怪你,左
Miko,跟你闹着玩呢，其实我觉得这个小裙子还挺好看,左
Miko,就是输了，太可惜了，还被强迫发动态...,左
Miko,哎，今天玩得真开心，不知不觉一天就结束了呢,左
Miko,我这边也要回家啦，有机会下次再聊啦,左
Miko,小艾姐姐还说下次带我去海洋馆玩，想想都很期待呢,左
Miko,你要不要一起去啊？,左
,,
我,要要要！,"右,选项,233"
我,说个时间我准时到！,"右,选项,233"
,,
,对方已下线,"中,分支203"
,预计9分钟,"中,0,等待,9"
,对方已上线,中
E2-02,虽然是受惩罚，可是Iris这样子还蛮好看的咧hhh,动态
Miko,快快快，快看我动态！,左
,,
我,看到了...,"右,选项,206"
我,Iris真不错啊,"右,选项,210"
,,
Miko,哈哈哈,"左,分支206"
Miko,真开心！,左
Miko,多谢多谢，Miko谢谢你啦,"左,215"
,,
Miko,是不错，不过你这话听上去不对劲啊,"左,分支210"
Miko,你赶紧说点好听的给我，来抵消这个debuff,左
,,
我,那Miko当然是最好的,"右,选项,213"
我,但还是比不上Miko,"右,选项,213"
,,
Miko,嗯，这话我爱听,"左,215,分支213"
,,
Miko,我感觉玩牌跟冒险一样的啊,"左,分支215"
Miko,心态一定得端正，你不是为了出牌而出牌，而是为了最终的结局而去规划,左
Miko,这个过程中，各种细节，各种对方的反应，都是留给你的线索啊,左
Miko,只要知道自己的道路在哪里，一路走下去，路上采集来的各种信息，最终都会成为帮助走下去的动力和线索啊,左
Miko,嗯！,左
Miko,我明白了！,左
Miko,走在未知的道路上，不许停也不能回头！,左
,,
我,领我摆脱困境的...,"右,选项,223"
我,领我摆脱困境的...,"右,选项,223"
,,
Miko,是你？,"左,分支223"
Miko,还是根本只有我自己？,左
Miko,是你！,左
Miko,也是我们一起！,左
Miko,哎，真高兴...,左
Miko,我这边继续玩啦，小艾姐还说下次带我去海洋馆一起玩呢，先不聊了哈,左
Miko,谢谢你陪我！谢谢你给我那么多好的建议！,左
Miko,你要一直在哦！,左
,,
我,我一直在的,"右,选项,232"
我,诶，你是不是忘了什么,"右,选项,232"
,,
,对方已下线,"中,分支232"
,预计20分钟,"中,0,等待,20"
,对方已上线,中
Miko,E2-04,图鉴
Miko,呐，答应你的报酬,左
,,
我,Miko真漂亮,"右,选项,233"
我,好可爱，awsl,"右,选项,234"
,,
Miko,哼，我勉强接受你的夸奖,"左,分支233"
,对方已下线,"中,分支234"
,通关成功,中
,W1-04,图鉴
,本次冒险结束，选择章节开始新的征程,中
,,
